timestamp,key,input_type
2021-05-25 19:03:27.406052,EXPERIMENT_START,KEYBOARD
2021-05-25 19:03:27.406052,3,KEYBOARD
2021-05-25 19:03:27.796853,*,KEYBOARD
2021-05-25 19:03:28.116942,3,KEYBOARD
2021-05-25 19:03:29.280390,+,KEYBOARD
2021-05-25 19:03:29.707628,4,KEYBOARD
2021-05-25 19:03:30.170519,*,KEYBOARD
2021-05-25 19:03:30.488096,4,KEYBOARD
2021-05-25 19:03:31.499211,Evaluate,KEYBOARD
2021-05-25 19:03:32.587862,*,KEYBOARD
2021-05-25 19:03:32.861141,1,KEYBOARD
2021-05-25 19:03:33.097623,5,KEYBOARD
2021-05-25 19:03:33.816247,.,KEYBOARD
2021-05-25 19:03:34.036527,2,KEYBOARD
2021-05-25 19:03:34.753613,Evaluate,KEYBOARD
2021-05-25 19:03:34.753613,EXPERIMENT_END,BUTTON
2021-05-25 19:03:36.963125,EXPERIMENT_START,KEYBOARD
2021-05-25 19:03:36.963125,3,KEYBOARD
2021-05-25 19:03:37.401659,*,KEYBOARD
2021-05-25 19:03:37.762348,3,KEYBOARD
2021-05-25 19:03:38.550168,+,KEYBOARD
2021-05-25 19:03:38.975010,4,KEYBOARD
2021-05-25 19:03:39.401670,*,KEYBOARD
2021-05-25 19:03:39.719879,4,KEYBOARD
2021-05-25 19:03:40.097535,Evaluate,KEYBOARD
2021-05-25 19:03:41.482538,*,KEYBOARD
2021-05-25 19:03:42.029519,1,KEYBOARD
2021-05-25 19:03:42.267009,5,KEYBOARD
2021-05-25 19:03:42.617433,.,KEYBOARD
2021-05-25 19:03:42.921757,2,KEYBOARD
2021-05-25 19:03:43.389306,Evaluate,KEYBOARD
2021-05-25 19:03:43.389306,EXPERIMENT_END,BUTTON
2021-05-25 19:03:45.327723,EXPERIMENT_START,KEYBOARD
2021-05-25 19:03:45.327723,3,KEYBOARD
2021-05-25 19:03:45.784494,*,KEYBOARD
2021-05-25 19:03:46.091228,3,KEYBOARD
2021-05-25 19:03:46.632834,+,KEYBOARD
2021-05-25 19:03:46.967295,4,KEYBOARD
2021-05-25 19:03:47.420043,*,KEYBOARD
2021-05-25 19:03:47.815583,4,KEYBOARD
2021-05-25 19:03:48.710900,Evaluate,KEYBOARD
2021-05-25 19:03:49.739830,*,KEYBOARD
2021-05-25 19:03:50.099107,1,KEYBOARD
2021-05-25 19:03:50.390874,5,KEYBOARD
2021-05-25 19:03:50.766751,.,KEYBOARD
2021-05-25 19:03:51.034209,2,KEYBOARD
2021-05-25 19:03:51.472862,Evaluate,KEYBOARD
2021-05-25 19:03:51.472862,EXPERIMENT_END,BUTTON
2021-05-25 19:03:53.054753,EXPERIMENT_START,KEYBOARD
2021-05-25 19:03:53.054753,3,KEYBOARD
2021-05-25 19:03:53.520509,*,KEYBOARD
2021-05-25 19:03:53.889994,3,KEYBOARD
2021-05-25 19:03:54.945768,+,KEYBOARD
2021-05-25 19:03:55.382040,4,KEYBOARD
2021-05-25 19:03:55.708116,*,KEYBOARD
2021-05-25 19:03:56.084267,4,KEYBOARD
2021-05-25 19:03:56.783627,Evaluate,KEYBOARD
2021-05-25 19:03:57.461010,*,KEYBOARD
2021-05-25 19:03:57.828524,1,KEYBOARD
2021-05-25 19:03:58.089847,5,KEYBOARD
2021-05-25 19:03:58.391939,.,KEYBOARD
2021-05-25 19:03:58.668822,2,KEYBOARD
2021-05-25 19:03:59.324816,Evaluate,KEYBOARD
2021-05-25 19:03:59.324816,EXPERIMENT_END,BUTTON
2021-05-25 19:04:01.138428,EXPERIMENT_START,KEYBOARD
2021-05-25 19:04:01.138428,3,KEYBOARD
2021-05-25 19:04:01.577145,*,KEYBOARD
2021-05-25 19:04:01.917833,3,KEYBOARD
2021-05-25 19:04:02.369369,+,KEYBOARD
2021-05-25 19:04:02.675523,4,KEYBOARD
2021-05-25 19:04:03.120630,*,KEYBOARD
2021-05-25 19:04:03.513474,4,KEYBOARD
2021-05-25 19:04:04.523711,Evaluate,KEYBOARD
2021-05-25 19:04:05.421717,*,KEYBOARD
2021-05-25 19:04:05.716241,1,KEYBOARD
2021-05-25 19:04:05.950964,5,KEYBOARD
2021-05-25 19:04:06.363250,.,KEYBOARD
2021-05-25 19:04:06.660863,2,KEYBOARD
2021-05-25 19:04:06.981720,Evaluate,KEYBOARD
2021-05-25 19:04:06.981720,EXPERIMENT_END,BUTTON
